A									
critical inner parent (n) – see also C: critical parent, critical survival parent, I: inner critical parent	The internalized voice of our dysfunctional caregivers. It is the part of our thinking some people call “the critical voice in my head”.  It uses perfectionism, all-or-nothing thinking, control, and judgment to harshly criticize us and others. The original job of this inner family member was to help keep us safe in the dysfunctional family home. However, in adulthood it has a negative, destructive effect instead. The critical inner parent is sometimes also referred to as the critical survival parent, inner critical parent, or simply critical parent.				internal critic, critical parent, critical survival parent, inner critical parent		The critical inner parent often tells me I am not good or smart enough to do my job. At the same time, it has me judging my co-workers very harshly for any mistakes.		"BRB pp. 48-49, 35, 115
YWB p. 149
SMR pp. 111, 234, 248
LLWB p. 162
LPG pp. 48, 110"
"critical parent (n) - see also 
C: critical inner parent, critical survival parent, I: inner critical parent"	The internalized voice of our dysfunctional parents. It is the part of our thinking we sometimes call “the critical voice in my head”.  It uses perfectionism, all-or-nothing thinking, control, and judgment to harshly criticize us and others. The original job of this inner family member was to help keep us safe in the dysfunctional family home. However, in adulthood it has a negative, destructive effect instead. 				internal critic, critical inner parent critical survival parent		The critical parent is a very loud voice in my head, shaming me for many of my thoughts, feelings, and actions. 		"BRB pp. 11, 140
YWB pp. 58, 117
SMR pp. 99, 115, 325
LLWB p. 162
LPG pp. 48-62
ANH p. 22"
critical survival parent (n) - see also C: critical inner parent, critical parent	The internalized voice of our dysfunctional caregivers. It is the part of our thinking some people call “the critical voice in my head”.  It uses perfectionism, all-or-nothing thinking, control, and judgment to harshly criticize us and others. The original job of this inner family member was to help keep us safe in the dysfunctional family home. However, in adulthood it has a negative, destructive effect instead. Also known as the critical inner parent or critical parent, the literature sometimes adds the word survival, because listening to this voice helped us survive in childhood.				internal critic, critical inner parent, critical parent		My critical survival parent kept me safe as a child from some of the abuse. When they criticized me for having certain thoughts and feelings, this stopped me from saying those things to my parents, and suffering their painful ridicule and judgement.		LLWB pp. 121, 143
cross talk (n) 	An ACA term meaning any type of interaction with another person’s share in a meeting.				interaction with another person’s share in a meeting		Giving another ACA member advice about what they shared in a meeting is obvious cross talk, while saying “I relate to your share” is much more subtle cross talk.		"BRB pp. 341-342, 573-575
SMR pp. 77, 352
LLWB p. 157
LPG p. 234
ANH p. 60"
cross talk (v) - to cross talk	An ACA term meaning to interrupt, comment on, and/or refer to the content of what another person says, during or after their share in a meeting.				to interact with another person’s share in a meeting		I must be careful not to cross talk in a meeting when I relate to another person’s share. I can only talk about my own experiences and feelings.		"BRB p. 572, 575
SMR p. 77
LLWB p. 157
LPG p. 234
ANH pp. 57, 65"
crossed the line (v, idiom)	Did something unacceptable.  				went too far (idiom)		I crossed the line with my wife when, in my anger, I called her a hurtful name.		"BRB p. 232
YWB p. 134"
D									
debtor’s addiction (n)	The sickness of being addicted to spending money, specifically money from unsecured loans, for example, credit cards.				credit card use addiction		Debtor’s addiction can become a problem for adult children who try to numb their pain through compulsive shopping.  		BRB p. 31
defects of character (n)			An aspect of our character or a habitual behavior that is problematic and/or harmful to ourselves or other people.		shortcoming, trait out of balance, character defect		Being judgmental and blaming of themselves and others is a character defect many adult children identify with.		"BRB pp. 48
SMR pp. 181, 335
ANH p. 76"
defense traits (n) - see also L: Laundry List, S: survival traits			Another name for the survival traits, or Laundry List traits, which the adult child developed in childhood as a way to defend themselves against the abuse and dysfunction in the family.		survival traits, Laundry List traits		The defense traits of being afraid of people and being an approval seeker helped protect me as a child. However, as an adult these traits have hurt me and kept my life small.  		"BRB pp. 71, 156
YWB p. 73"
denial (n) – see also B: be in denial, blind spot			The refusal to accept an uncomfortable truth. In ACA, it often refers to the adult child refusing to admit we suffered abuse and neglect growing up in a dysfunctional home. Adult child denial can also be minimizing the damage the abuse caused, making excuses for the abuser, and failure to see the full effects of the abuse in our adult lives. 		refusal to acknowledge an uncomfortable truth, blind spot 		I knew my family was dysfunctional when I came to ACA, but I was in denial about exactly how much abuse there was, and how badly it had affected me. On the other hand, my siblings are still in complete denial, and don’t believe we had an abusive family.		"BRB pp. 22, 32, 53, 69
YWB pp. 1, 4, 10, 26
SMR pp. 60, 121, 123, 168
LLWB pp. 13, 33, 66, 99
LPG pp. 16, 28, 220 
ANH p. 56"
detachment (n)			The act of mentally, emotionally, and sometimes physically separating yourself from the behavior of another person or people. This is done to prioritize your own needs and feelings over what other people want. In ACA, detachment often refers to the decision to no longer participate in the family dysfunction. 		disengagement		Through recovery I am learning to practice detachment when I encounter someone engaging in dysfunctional behavior. Instead of reacting in anger and trying to control the situation, I just remove myself from it.		SMR p. 137 
devastating (adj)			Having a destructive, damaging power; causing feelings of shock, distress, and grief.		destructive, catastrophic		Studies show that emotional abuse has just as devastating an effect on a child as physical abuse.		"BRB pp. 136, 622
YWB p. 48
SMR pp. 53, 334, 368
LPG p. 204
ANH p. 20"
discovery and recovery (n)			Two different levels of healing. Discovery is intellectual and usually comes first. It means coming out of denial and understanding that what happened in our families of origin was abuse. It is the knowledge that alcoholism and/or dysfunction affected us as children and continues to affect us as adults. Recovery is the deeper healing that comes afterwards, the healthy changes in our thinking and behavior patterns. 		understanding and healing		I achieved discovery by reading ACA literature and talking to other adult children about our experiences. Recovery came more slowly, as I worked the Steps and the program one day at a time, and through these actions started living in The Promises.		"BRB pp. 52, 367
SMR p. 337"
disease (n)			A disorder or abnormal condition of the body, mind, and/or spirit. A disease has a specific cause and a distinct set of symptoms, signs, and changes to the person affected. 		sickness, malady		Medical research has shown that alcoholism and addiction are chronic diseases of the mind, just as diabetes is a chronic disease of the pancreas. 		"BRB pp. xxvi, 614, 621
YWB pp. 5, 9-10, 60
SMR pp. 88, 113, 117, 235
LLWB pp. 166
LPG pp. i, 227
ANH pp. 68, 75"
disease of family dysfunction (n) - see also D: disease, dysfunction			A progressive disease of the body, mind, and spirit, which affects all members of a family. Without treatment, it is handed down from one generation to the next. Alcoholism and addiction are types of dysfunction that may or may not be present in an affected family. This disease can also present itself in numerous other ways. For example, abuse of any kind (physical, verbal, emotional, sexual) clearly signals the presence of the disease of family disfunction. Shame, abandonment, and control are the main tools used in a dysfunctional family in order to maintain denial and control.		unhealthy, sick behavior and ways of thinking that affect all family members, and are passed on from one generation to the next  		The disease of family dysfunction gets this name because it affects all members of a family, and without treatment it is passed down from generation to generation. 		"BRB pp. xxvi, 18, 22, 27, 56
YWB pp. 4, 10, 75, 96
SMR pp. 103, 128, 132
LLWB p. 166"
dissociation (n)			A mostly unconscious shift to a state where a person becomes disconnected from their thoughts and feelings. It is a reaction to pain, fear, or other uncomfortable emotions. Dissociation may also include physical disconnection, often described as a sensation of leaving the body and watching yourself from above. A separation from sense of self, and/or personal history may also occur. Dissociation is a survival tool, a mechanism of the brain, that protected us in childhood from the full force of traumatic experiences. We can also experience dissociation through addictive and compulsive behaviors, or projecting our negative feelings onto something or someone else.		disconnection		When I am triggered by something that reminds me of my childhood trauma, I often experience dissociation. I am still physically present in the room, but I feel disconnected from my thoughts and my body and I cannot think or speak normally.		"BRB pp. 87-88, 202-203, 269, 344, 647
YWB pp. 114, 149, 166
SMR pp. 142, 163, 223
LLWB pp. vii, 2-3, 12, 76,
LPG p. 13
ANH p. 22"
distorted image, distorted self-image (n)			A distorted image is a view of ourselves that is not an accurate reflection of reality. It is instead a negative, false self-image which reflects our dysfunctional family’s sick feelings of shame, hostility, and hate. This negativity was projected onto us as children and subsequently manipulated how we see ourselves.		false picture, manipulated view		Like looking into a magic mirror at the fair, where I appear much taller or wider than I really am, I was taught to see myself through my dysfunctional parents’ eyes. This left me with a lasting distorted image of myself as an unworthy, unlovable, bad person. 		"BRB pp. 84, 86
ANH p. 8"
divided self (n) – see also F: feeling self, U: unfeeling self			A dysfunctional state of being where a person exists as two separate and often conflicting selves. The feeling self is an authentic, private self which allows some emotions, but remains hidden. The false, public self, or unfeeling self, is disconnected from emotions. This division occurs in childhood as a survival mechanism of abuse and dysfunction in the family.  		split self		Before recovery, I went through life with a divided self. I compulsively acted happy and agreeable with other people, while suppressing my true feelings and resentments, sometimes even from myself.		"BRB p. 358
YWB p. 98"
The Divine (n)			A name/title for god, higher power.		The Holy		The higher power of my understanding is a loving god I choose to call The Divine.		"BRB pp. 76, 142, 247
YWB pp.  59, 86, 134
SMR p. 273"
divine (adj)			Something that is of or from god, or is god-like.		holy		In order to heal, I need to connect with a higher power that provides me with unconditional, divine love.		"BRB pp. 220, 231
YWB pp. 126-127
SMR p. 222 
ANH p. 20"
doctor’s opinion			A physician’s professional viewpoint about a medical problem. In ACA, this phrase can also specifically refer to the section in the Big Red Book, written by Charles L. Whitfield, M.D. This chapter explains his understanding, as a medical professional, of the disease of family dysfunction. He also describes the means and stages of recovery.		medical advice		When I feel unwell, it’s better to make an appointment and get a doctor’s opinion and not just diagnose myself using the Internet.		"BRB pp. xxvii-xxx
LPG p. 101
ANH p. 39"
do ourselves in (v, idiom, informal) 			Physically exhaust ourselves. 		exhaust, wear out (idiom)		My colleagues and I often do ourselves in at work, trying to meet our deadlines.		BRB p. 65
do the footwork (v, idiom)			Do the necessary steps, the basic work necessary to achieve a goal.		put the work in (idiom)		To recover, I have to do the footwork of attending regular meetings, working the Steps, and doing service.		"BRB p. 198
YWB p. 111"
"doing the heavy spiritual lifting 
(v, idiom) "			Doing difficult spiritual work.		doing difficult spiritual work, putting the spiritual work in (idiom)		In order to have conscious contact with my higher power, I am doing the heavy spiritual lifting of regular prayer and meditation.		BRB p. 232
dole out (v, idiom, informal) 			Distribute something to each member of a group. 		deal out (v, idiom)		Before recovery, I regularly doled out my anger to the people closest to me in my life.		"BRB pp. 154-5
YWB p. 73
SMR p. 180"
“don’t remember” rule (n) – see also D: “don’t talk, don’t trust, don’t feel”			This is an addition to the “don’t talk, don’t trust, don’t feel” rule, which is considered the primary rule of a dysfunctional family. The “don’t remember” rule specifically addresses the fact that many adult children cannot remember parts of their childhood, because the brain suppressed traumatic memories in order for us to survive. Or we may not want to consciously remember, because we are afraid of the feelings. However, to heal, it is necessary for us to break this rule and access the feelings from these childhood traumas. 		“it never happened” rule		It’s necessary for recovery to break the “don’t remember” rule by doing grief work.		LPG p. 194
“don’t talk, don’t trust, don’t feel” rule			The main, unspoken rule of a dysfunctional family. It means that no one is allowed to feel or talk about anything that makes the caregivers uncomfortable. They may use shame, fear, abandonment, or control to stop family members showing feelings or discussing problems. Children may begin to distrust their own perceptions of reality as a result.		“don’t speak, don’t believe, don’t have emotions” rule		The “don’t talk, don’t trust, don’t feel rule” describes the atmosphere in my family. Only my mother was allowed to be angry or sad and the rest of us had to hide our feelings and pretend we were ok.		"BRB pp. xx, 96, 192-193
YWB p. 4, 13, 107-108
SMR p. 322
LPG pp. 10-11, 16, 102
ANH p. 43"
dope (n, slang)			Marijuana, heroin, or any illegal drug. The word dope can also be used to describe any substance or behavior that a person uses to numb their emotions.		drug(s)		As a teenager I often smoked dope to numb my pain, but I also quickly learned that food, sex, and shopping are also a kind of dope for me.		"BRB p. 248
YWB p. 145"
doormat (n, idiom) 			A submissive person who allows others to manipulate them, and does not complain when they are taken advantage of or otherwise treated badly.		pushover, fawner		My sister is a real doormat. She can’t say no if someone asks her for money, even when that person isn’t nice to her.		"BRB p. 501
SMR p. 24"
dysfunction (n) – see also D: disease of family dysfunction			The state of not functioning properly. In the context of a family, it means that the caregivers consistently do not meet some or all of the basic needs their children require to develop into emotionally, physically, and spiritually healthy adults. 		sickness, state of not functioning properly		As an adult child, I found myself repeating my parents’ dysfunction in my own adult relationships. 		"BRB pp. xx-xxi, 18, 21-23, 27-34
YWB pp. 9-10, 24, 34-40
SMR
LLWB pp. 
LPG pp.  iv, 13, 35
ANH p. 12"
dysfunctional (adj) – see also D: disease of family dysfunction, dysfunction			Something or someone that does not function properly, as it is intended to function. In the case of a dysfunctional family, this means that the parents or caregivers lack the skills and/or ability to parent consistently in a healthy way. They are unable to meet some, or all, of their child’s basic physical, emotional, and spiritual needs. The dysfunction is then passed on to the child.		sick, unhealthy		There was no alcoholism or addiction in my immediate dysfunctional family, but I identify with most of the Laundry List traits because my parents were unable to give me the love, support, and attention I needed.		"BRB pp. xxvii, 10, 57-59, 96-98
YWB pp. 3, 4, 7, 82, 115
SMR
LLWB pp. 17, 162-163
LPG pp. iv, 31 
ANH p. 12"
E									
easy does it (saying, idiom)			An idiomatic expression that is an instruction to take things slowly and carefully. This is a very common slogan in 12 Step recovery. It reminds us that recovery is a slow process and we must take it one day at a time, rather than rushing at full speed and trying to heal quickly.		go slowly and carefully, take it easy (idiom), slow and steady wins the race (proverb)		My first year in recovery, I wanted to hurry through the Steps, because I thought that I could heal faster that way. However, my sponsor reminded me “Easy does it.”.		"BRB p. 51
SMR pp. 162, 318
LPG p. 230"
educational (adj)			An adjective describing something that teaches, provides knowledge.		instructive		I enjoy watching educational programs on TV, for example nature documentaries.		YWB p. 176
effect (n)			A change that is the result of a specific action or cause		result		Working an ACA program has had a positive effect on my life.		"BRB pp. xiii, 71, 92
YWB pp. 1, 6, 14
SMR pp. 23, 88, 125
LLWB pp. vii, 157
LPG pp. 103, 125, 194, 201
ANH pp. 6, 22, 36"
elder statesmen (n)  			In general English, this term refers to respected community leaders such as certain politicians or religious figures - for example, Nelson Mandela. However, it also has a specific 12 Step program meaning. It describes members of the program who do not try to control others, or the outcomes of meetings. They listen to what every person has to say and always put the group conscience above their own personal beliefs or wishes. They only give their opinion when asked. The opposite of an elder statesman in 12 Step literature is a bleeding deacon (see B: bleeding deacon). 		12 Step member who does not seek to control or push their own will onto others		The elder statesmen accepted without argument the group conscience decision to change the meeting script, even though they were personally against it.		BRB p. 501
emotional abuse – see also A: abuse			Non-physical behavior that controls, isolates, shames, or frightens another person. It can be action or inaction that over time destroys the victim’s sense of self. Overt examples are hateful name-calling, and verbal threats. Covert emotional abuse is controlling, shaming, or manipulating a person without direct confrontation. Examples of this include consistently ignoring the victim, setting unrealistic expectations, and gaslighting.  Studies have shown emotional abuse is just as damaging as physical abuse. 		psychological abuse		The emotional abuse in my childhood was very damaging, because the constant criticism, name-calling, and unrealistic expectations of me destroyed my self-esteem.		"BRB pp. 29-34, 97
YWB p. 5
SMR pp. 69, 109, 313"
emotional sobriety (n)			The ability to sit with all of your emotions, and the emotions of others, without any one of them controlling you. It is thoughtfully acting, rather than reacting to difficult situations. 		psychological equanimity		After my first year in recovery, I began experiencing moments of emotional sobriety, when I was not controlled by the overwhelming emotions of my inner child or teenager.		"BRB pp. 265, 347, 392
YWB pp. introduction, 73, 163
SMR pp. 8, 67, 80, 85
LLWB p. 99
LPG pp. 16, 73
ANH p. 32"
emotionally unavailable (adj) 			A person who is disconnected from their own feelings and may struggle to respond to the emotional needs of others. Because of this, they often find it difficult to have close, honest relationships.		emotionally distant, emotionally shut down		Before recovery I was attracted to emotionally unavailable people like my parents, who were unable to show any emotion other than anger. 		"BRB p. 651
SMR pp. 100, 340
LLWB p. 120
LPG pp. 101, 173
ANH p. 73"
enabler (n)			Someone in a relationship with an addict or other dysfunctional person, who protects them from the consequences of their destructive behavior. In some cases, the enabler may actively support the addiction/dysfunction.		addiction/dysfunction facilitator		My father was an enabler to my mother’s addiction. He ignored her dangerous and abusive behavior towards herself and the family, and always gave her money to buy more alcohol. 		"BRB pp. 32, 40-41
YWB p. 34
LLWB pp. 60-61
ANH p. 14"
enmeshment (n)			A lack of boundaries between family members. This results in a family environment where the various members are emotionally intertwined in an unhealthy way. It typically presents as a lack of emotional separation and an unhealthy dependence between parents and their children, even as the children grow up. 		a lack of boundaries and emotional separation between family members		The enmeshment in my dysfunctional family presented in different ways. My parents expected us children to do everything in life exactly the same way they did, and there was no room for our own individual wants and dreams. Also, if my mother was sad, and she often was, we were all expected to feel sad with her. 		"BRB p. 652
YWB p. 26
SMR p. 182
LLWB p. 32
LPG pp. 32, 139
ANH p. 71"
experience a hit (v, idiom)			Get a good feeling, or relief from your pain, from a substance or certain behavior.		get a high (idiom)		Just as an addict experiences a hit from heroin, as an adult child I can experience a hit from creating drama in my life.		LLWB p. 166
F									
failure (n)			A situation or person that is not successful, and does not achieve an expected or required result. 		"for a situation: defeat
for a person: disappointment, loser (informal)"		I felt like a failure as a child, because my parents had perfectionist standards and my performance in school and sports, was never good enough for them. 		"BRB pp. 3, 16, 29, 357
SMR pp. 13, 196, 299
LLWB pp. 160, 166
LPG pp. 104, 188
ANH p. 79"
false belief (n)			Limiting thoughts that do not reflect reality. They are often negative and painful, for example, that we are unlovable, unworthy, and don’t matter. False beliefs are messages from our dysfunctional parents, that we internalized growing up, because it was the only way we were able to make sense of the abuse, abandonment, and neglect. They can come from verbally abusive statements, or indirectly from our parents’ abusive and neglectful actions towards us		misbelief, misconception, untruth		I grew up with the false belief that my parents chose alcohol over me, because I was an unlovable child. 		"BRB p. 405
SMR p. 315,
LPG pp. 9, 13, 38"
false self (n) – see also D: divided self			"The mask or fake personality we show others, as well as ourselves, to feel safe and in control. In ACA, the false self is understood as the adult child personality, expressed in the Laundry List traits. It is the addicted or codependent self that unsuccessfully seeks safety and love through control. The mind developed this false self subconsciously in early childhood. It was a defense mechanism against the overwhelming psychological pain of dysfunction in the family home. At the same time, the true self we were born with went into hiding deep in the subconscious.
 "		inauthentic self, masking identity		My false self works constantly to keep the people around me happy so they won’t abandon me.		"BRB pp. xix, xxvi – xxviii, 7, 298 
YWB pp. 14, 47, 180
SMR pp. 5, 12, 70
LLWB pp. 2-3, 12
LPG pp. 13, 47, 84
ANH pp. 20, 22, 48"
family dynamics (n)			The regular patterns of interaction within a family. This includes family rules, values, and individual family roles (see F: family roles). There are also other factors that influence family dynamics, for example as culture, religion, economics, past trauma and hardship, and the individual ages and personalities of each family member. 		interfamily relationships, family interactivity		Our dysfunctional family dynamics revolved around my alcoholic father. Everyone in the family had their own role to try and keep him from getting angry, and to deny the alcoholism to ourselves and the outside world.		"BRB p. 109 
YWB p. ix
LLWB pp. 2, 111
LPG p. 124"
family roles (n)			The individual parts each family member plays, the functions each person serves in a family. In dysfunctional families, the typical family roles are hero, mascot, scapegoat, and lost child (see the entries for each role for detailed definitions). Children learn to play their role in order to maintain a degree of safety within the dysfunctional family system. 		family parts, family personas		Playing the family role of mascot kept me relatively safe, because I could make my parents laugh and they would temporarily forget their anger or distress.		"BRB pp. 70, 97, 134-135, 336
YWB pp. 5, 47
SMR pp. 50, 107, 298
LPG pp. 69, 85
ANH pp. 20, 32"
family script (n)			The unconscious, unacknowledged, repetitive patterns of dysfunctional interaction in a family, where each member has an assigned role. 		family pattern		My mother’s role in her family script was to be invisible and take care or everyone else, and I inherited that part from her as a child.		"BRB pp. xvii-xix
LPG p. 43"
“feeling in” (v)			“Feeling in” is not a real phrase in the English language. It is a special ACA word, a play on the term acting out (see A: act out). It is the healthy alternative, which is truly feeling the emotions inside us when they come.		sitting with feelings		Before recovery, I acted out by using food and alcohol to numb my feelings. ACA has taught me instead to embrace “feeling in” - actually experiencing my emotions instead of pushing them down.		SMR p. 15
feeling self (n) – see also D: divided self, U: unfeeling self			The vulnerable part of us which is connected to our emotions. This part went into hiding in childhood, as protection from the abuse and neglect in the dysfunctional family. 		true self, original self		Through recovery I am learning how to access my original feeling self, who enjoys being playful, doing creative activities, and can love and trust without fear or judgement.		"BRB pp. 358, 360 
LPG p. 211 "
fellow traveler (n)			A member of the ACA program, the people on the road to recovery with us. It can also mean the specific person or people we choose to work our ACA program with. 		traveling companion, recovery companion		The fellow travelers I come to know in meetings are crucial to my recovery; not only do they help me come out of isolation, but together we are partners in recovery and can practice healthy behavior and relationships together.		"BRB p. 365
YWB pp. 41, 125
SMR pp. 2, 40
LLWB pp. 33, 67, 73, 111
LPG pp. 5, 21, 28
ANH pp. 8, 16, 18"
fellow traveler model, “fellow traveler” approach/model, fellow traveler method, Fellow Traveler method (n) – see also S: sponsorship			A different approach to sponsorship than the teacher-student model found in other 12 Step programs. In the fellow traveler model of ACA, the people working together are considered equals. They help each other on a peer-to-peer basis, rather than one person being a teacher or authority figure. This approach is considered necessary for many adult children, to avoid repeating the dysfunctional behavior and unhealthy power dynamic of our families of origin. While there are slight variations throughout ACA literature in how this phrase is written, the meanings are all the same. 		co-sponsor method, peer-to-peer sponsorship 		With the fellow traveler model, my Step work partner and I are on equal ground, looking for answers together.		"BRB pp. 369, 370, 379
YWB pp. 184, 187
SMR p. 27
ANH p. 67"
fellow traveling (n)			The act of working the steps and/or the general ACA program with another ACA member. It is an equal partnership.		peer recovery work, peer support		Fellow traveling can be just two people, or a larger group of ACA members, supporting each other or working together.		SMR p. 118
fellowship (n) – see also A: ACA fellowship			In general English, a fellowship is a group of people who come together and support each other around a common interest or belief. Within the ACA literature, the fellowship usually refers specifically to the ACA fellowship.		support group, organization		The fellowship has helped me so much; I get a lot of healing out of attending ACA meetings and hearing other members share their experience, strength, and hope.		"BRB pp. vii, xii, 4
YWB pp. iii, 11, 12
SMR pp. 38, 93, 123
LLWB pp. 13, 143, 160
LPG pp. 4, 138, 216
ANH p. 44"
fellowship text/Fellowship Text (n)			"The original, main book of a 
12 Step fellowship, for example, The Big Red Book in ACA or the AA Big Book. Fellowship Text will begin with capital letters when it refers to the Big Red Book specifically."		(ACA) membership book		The Fellowship Text contains many personal stories written by ACA fellow travelers, as well as chapters that explain how adult children can recover through working the ACA program. 		"BRB p. 61
YWB pp. 25, 41
SMR pp. vi, 243
LLWB pp. vii, 78, 156
LPG p. 209, 236
ANH p. 6"
fetched back (v, informal)			Collected or picked up someone/something and returned them to the place where they belong.		brought someone home		My friend fetched me back from the supermarket after my car broke down in the parking lot there.		BRB p. xiii
fetched up (v, idiom, uncommon)			Brought out, produced		brought out, produced		While my fellow traveler has the Big Red Book on her tablet, I fetched up my old, paper copy of the book to bring to the meeting.		"BRB p. 118
YWB p. 20
SMR p. 3"
field notebook (n)			A notebook in which professional and amateur researchers, scientists, and explorers record their notes, observations, sketches, and important data about the subject they are studying, often in real time.		research diary		When I go birdwatching, I take a field notebook to record the type of bird, a drawing and where I saw it, as well at weather data for that day.		LPG pp. 50, 68
first things first (saying)			It is important to approach recovery in a logical order. For example, it is necessary to do Steps One through Three before doing Step Four. It is also a reminder not to go too fast in your ACA program, or do things before you are truly ready for the challenge. 		do things in a logical order, you have to learn to walk before you can run (idiom).		I felt guilty for not doing service in my first 2 months of ACA, but a wise fellow traveler told me “First things first.”. It was important for me to establish a little bit of recovery for myself first, before helping others.		"BRB p. 51
SMR pp. 234, 266"
fix (n)			"1. A solution to a problem, a repair of something that is broken.
2. A dose of the drug that a person is addicted to. (informal)"		"1. repair, solution, cure
2. dose, hit (informal)"		"1. Many adult children want to find a quick fix to their pain, but ACA teaches us that true recovery takes time.
2. I am learning to sit with my uncomfortable feelings, rather than immediately reach for my usual fix of food, nicotine, or excitement."		"1. BRB p. 42
    SMR pp. 37, 159, 175
    
2. BRB pp. 69, 398
    "
fix (v)			"1. Heal or repair something or someone. Fix in ACA literature can also specifically mean try to stop someone having a difficult emotion (anger, sadness, etc.). To fix the emotions of another person is seen as an unhealthy attempt to control the people around us. 
2. To make or prepare something"		"1. repair, mend, heal
2. make, prepare"		"1. As a child, I falsely believed it was my responsibility to fix my mother’s depression and alcoholism, to cure her and make her happy. 
2. My older brother often fixed meals for the family because my mother was at work a lot."		"1. BRB pp. 57, 59, 161, 438
    YWB pp. 5, 9, 22, 77
    SMR pp. 14, 150, 123, 352
    LPG pp. 6, 30, 35, 134
    ANH p. 46
2. BRB p. 184
    YWB p. 100"
fixed (adj)			To be stuck, not moving or changing.		stuck, glued		When my boss is angry, I become so afraid that often I can’t move for a few seconds and am fixed to the spot where I am standing,		"BRB pp. 98, 259
YWB pp. 5, 159
SMR p. 107
LPG p. 9"
fixing (n)			The act of trying to solve other people’s problems or heal their dysfunction, instead of focusing on ourselves. This also includes comforting someone in an ACA meeting who is experiencing a difficult emotion. Fixing in this context is seen as unhealthy, because it potentially stops that person from freely feeling their emotions.		doing whatever it takes to neutralize a situation, irrespective of whether it is healthy and/or reasonable, or not		Touching, hugging, or otherwise comforting an ACA member during or after their share are all examples of fixing and we are asked not to do this as part of the crosstalk rule.		"BRB pp. 102, 386, 564, 575
YWB pp. 8, 23, 142
SMR p. 77
LPG pp. 16, 64, 115
ANH p. 61"
food addiction (n)			A compulsive and sometimes uncontrollable urge to eat food, which does not relate to feelings of physical hunger. People with food addiction eat in order to experience relief from emotional discomfort.		compulsive eating, using food as a drug		As I child I discovered eating sweets and junk food numbed my overwhelming emotions. Over time, this behavior became a food addiction that controlled my daily routine		"BRB p. 240
YWB p. 140"
foster child(ren) (n)			A child who is temporarily under the care of someone other than their biological or adoptive parents. Care may be provided in a group home or other institution, or with a family that has been certified to care for foster children. Removal of the child from their family of origin can occur because the caregivers were abusive, neglectful, and/or otherwise unable to care properly for the child.		child(ren) in care		I was a foster child from the ages of 3-18, because my alcoholic mother wasn’t able to take proper care of me. 		"BRB pp. 18, 58
 "
G									
game, set, match (idiom)			A phrase used in tennis to declare a winner at the end of the game. However, it can also be used idiomatically in any situation where a person feels they have won, for example, in an argument or a competition.		victory		After getting a competitive promotion at work, I looked in the mirror and congratulated myself by saying “Game, set, match!”. 		LLWB p. 2
gentleness (n) 			The quality of being kind, calm, and soft.		tenderness, softness		My sister has a wonderful gentleness to her personality; she always speaks softly and kindly. For this reason, children and animals are very comfortable with her.		"BRB pp. 9, 82, 115 
YWB pp. 10, 76, 86, 175
SMR pp. 54, 162, 183
LLWB pp. 156, 162
LPG pp. 7, 18, 33
ANH pp. 8, 18"
gentleness break (n) 			A pause taken from intense recovery work, or any activity, when you are feeling overwhelmed or tired. 		restful pause, reset from challenge mode		I always take a short gentleness break after doing Step work with my sponsor. 		"BRB pp. 171, 174, 
YWB pp. 86, 92
LPG pp. i, 4, 17, 46
ANH p. 31"
getting “in” our bodies (v, idiom)			This is a point in ACA recovery when we begin to reconnect with our bodies. We start to notice and respect the physical sensations that come with emotions. It means to experience the physical feelings of being alive and present inside the body, which is the opposite of dissociation (see D: dissociation). 		reconnecting with our physical selves		For me, getting “in” our bodies means using meditation and yoga to learn how to pay attention to how my body is feeling. 		BRB p. 268, 270
get out of yourself (v, idiom)			Turn your focus towards helping other adult children. It is meant to establish a balance between the necessary focus on ourselves in recovery work, and doing ACA service. This phrase relates directly to the Twelfth Step and acting as a sponsor or otherwise carrying the ACA message to those who still suffer. 		focus on service, focus on carrying the ACA messages to others		Doing service work in ACA will help you get out of yourself, so that you remain connected to other people, and not only focused on your own life and problems.  		"BRB pp. 292 - 294
YWB pp. 181-183"
get socked (v, idiom, informal)			Be hit by someone’s fist.		get punched		As children, we lived in fear of getting socked when our father was drunk and angry.		BRB p. 29
getcha God (n)			A god or higher power that sees and records all of our mistakes in order to punish us. Getcha is a colloquial contraction for ‘get you’, which is an informal phrase meaning ‘catch and punish you’. Some adult children come into ACA with this frightening image of a higher power, because they have assigned their parents’ abusive and dysfunctional behavior to their idea of god. Some may also come from a religious background which taught a punishing vision of a higher power. God is capitalized in this phrase, because that is how it appears in the Big Red Book, where it originates in a fellow traveler share.		punitive god, punishing god, angry god		I grew up believing god was an angry, cruel presence, just like my alcoholic father. In ACA, I am learning to replace this getcha God with a loving, supportive one.		"BRB pp. 107, 141
YWB pp. 11, 53, 59"
gossip (n)			Conversation about the details of other people’s lives. It is often judgmental, unkind, and not based on facts.		idle talk, tittle-tattle (informal), rumor(s) 		My sister enjoys hearing gossip about celebrities, as well as people we know.		"BRB pp. 16, 43, 177, 212
YWB pp. 94, 121, 150-151
SMR p. 295
LLWB p. 166
LPG pp. 35, 53
ANH p. 57"
